,"scrape_date","product_collections","Brand","Product","Price Per Gram","unit_of_measurement","Product_URL","THC %","CBD %","Prices","availability","product_sku","thc_percent_low_end_of_range","thc_percent_high_end_of_range","cbd_low_end_of_range","cbd_high_end_of_range","grow_method","trimming_method","growing_region","growing_region_cleaned","latitude","longitude","strain_name","plant_type","potency","brand","licensed_producer","long_product_description","Unnamed: 0","terpenes","actual_product_type","product_name_link_markdown"
432,"2023-12-30","Dried Flower","Tribal","Power Sherb Pre-Roll",9.47,"g","https://ocs.ca/products/power-sherb-pre-roll-tribal-power-sherb",24,0.5,28.41,"In stock online",628124830220,21,27,0,1,"Indoor",,"Farnham & Valleyfield QC","Farnham",45.2831,-72.974968,"Power Sherb","Indica Dominant","Very Strong","Tribal","Cannara Biotech (Quebec) Inc.","Power Sherb is a powerful indica strain (Sunset Sherbert x CKS & Cream IX3; Breeder: Exotic Genetix) best appreciated for it's smooth, sweet gasoline flavour. The buds produced by this strain are dense, trichome rich, and very colourful; expect light green buds and mix of colourful pistils ranging from yellow to burnt orange. Tribal Power Sherb pre-rolls are produced with nothing but hang dried, slow cured, whole buds which have been consistently ground, and wrapped in premium RAW Classic cones. Enjoy pre-rolls packaged in our airtight, eco-friendly aluminum tubes.",,"Caryophyllene, Farnasene, Limonene, Myrcene","Pre-Roll","[Reserva Privada OG18](https://ocs.ca/products/reserva-privada-og18-strain-rec)"
433,"2023-12-30","Dried Flower","Tribal","Terple Pre-Roll",9.47,"g","https://ocs.ca/products/terple-pre-roll-tribal-terple",24,0,28.41,"In stock online",628124830237,21,27,0,0,"Indoor",,"Farnham & Valleyfield QC","Farnham",45.2831,-72.974968,"Terple","Hybrid","Very Strong","Tribal","Cannara Biotech (Quebec) Inc.","Terple is a hybrid strain (Tropicanna CKS x Slurricane #7, Breeder; In-House Genetics) of cannabis most notably known for its sweet sweet orange flavour backed with peppery spice. The terpene combination produced by this flower tastes like burst of Tropicana orange juice. Expect crystal-coated dense buds, deep purple sugar leaves, and bright amber pistils. Tribal Terple pre-rolls are produced with nothing but hang dried, slow cured, whole buds which have been consistently ground, and wrapped in premium RAW Classic cone. Enjoy pre-rolls packaged in our airtight, eco-friendly aluminum tube.",,"Caryophyllene, Farnasene, Humulene, Myrcene","Pre-Roll","[Royal Collection Redees Pre-Roll (King Pack)](https://ocs.ca/products/royal-collection-redees-pre-roll-king-pack-redecan)"
434,"2023-12-30","Dried Flower","Tribal","Gelato Mint Pre-Roll",9.47,"g","https://ocs.ca/products/gelato-mint-pre-roll-tribal",23.75,0.5,28.41,"In stock online",628124830060,20.5,27,0,1,"Indoor",,"Farnham & Valleyfield","Valleyfield",46.1293847,-62.7358361,,"Indica Dominant","Very Strong","Tribal","Cannara Biotech (Quebec) Inc.","Gelato Mint is an indica-dominant strain of cannabis from Exotic Genetix, a cross of It’s it and Cookies and Cream IX that produces elevated levels of THC and Terpenes. Tribal Gelato Mint pre-rolls are produced with nothing but hang dried, slow cured, whole buds which have been consistently ground, and wrapped in premium RAW organic hemp cones. Enjoy five 0.6g pre-rolls packaged in eco-friendly tin tubes. Gelato Mint provides feelings of relaxation, and a numbing sensation with minimal effects on lucidity for a well rounded body-high. As its name suggests, Gelato Mint smells like a fresh mint dessert with strong pepper notes and earthy pine undertones. Due to its rich terpene profile, Gelato Mint’s flavors are similar to its aromas and noticeably present from inhale to exhale. Expect dark green buds coated with trichomes, purple sugar leaves, and amber colored pistils",,,"Pre-Roll","[All Flower (3CT) FPOG Pre-Roll](https://ocs.ca/products/all-flower-3ct-fpog-pre-roll-greybeard)"
437,"2023-12-30","Dried Flower","Truro","True OG Pre-Roll",9.9,"g","https://ocs.ca/products/true-og-pre-roll-truro-true-og",31.75,1,4.95,"In stock online",55665500471,28.5,35,0,2,"Indoor",,"Truro","Truro",45.366668,-63.300006,"True OG","Indica Dominant","Very Strong","Truro","TRURO CANNABIS INC.","True OG Pre-Rolls from Truro Cannabis are produced from the whole flower of our popular True OG craft cultivar – a high THC unique indica-dominant hybrid cross of True OG x Kush Mints 11 with a spicy, gassy profile with hints of citrus. True OG Pre-Rolls are produced from the whole flower of our best-in-class batches, and we have refined our mixing and milling processes to mirror the high quality and THC levels of our popular whole flower products. All Truro Pre-Rolls are hand-weighed and hand-packaged in 100% recyclable tubes for a best-in-class craft pre-roll experience.",,"Beta-Pinene, Guaiol, Limonene, Myrcene, Trans-Caryophyllene","Pre-Roll","[Pink Cookies](https://ocs.ca/products/pink-cookies-big-bag-o-buds)"
439,"2023-12-30","Dried Flower","TWD.","Balanced Pre-Roll",6.8,"g","https://ocs.ca/products/balanced-pre-roll-twd",9,8,6.8,"In stock online",688083002731,6,12,5,11,"Hybrid-Greenhouse",,,,,,"Not Applicable","Hybrid","Medium","TWD.","Canopy Growth","Twd. Balanced pre-rolls use an assortment of strains, which feature a balanced ratio of THC to CBD. All Twd. products are Canadian-grown, and each plant is carefully cultivated. Where you find Twd., you’ll find value. It’s that simple. These Balanced pre-rolls have a medium THC and CBD potency potential and are available in a 1 g format.",,,"Pre-Roll","[Kush Mints](https://ocs.ca/products/kush-mints-tweed)"
446,"2023-12-30","Dried Flower","Tweed","Tweed Quickies Kush Mints Joint Pre-Roll",8.17,"g","https://ocs.ca/products/tweed-quickies-kush-mints-joint-pre-roll-tweed",28.25,0.05,28.6,"In stock online",688083011191,24,32.5,0,0.1,"Indoor",,"Smith Falls, Miribele","Rosedale",43.6783556,-79.3807457,,"Hybrid","Very Strong","Tweed","Tweed Inc.","Tweed Quickies pre-rolls are evenly milled and machine rolled for a consistent burn. These Quickies are made with Kush Mints, a high THC indica-dominant hybrid strain known for its unique minty and earthy flavour and aroma profile. Kush Mints comes from a cross of Animal Mints and Bubba Kush. Tweed Quickies come in a convenient, recyclable case, keeping them sealed, protected and ready when you are.",,,"Pre-Roll","[Elios Reserve Dark Shadow Haze](https://ocs.ca/products/elios-reserve-dark-shadow-haze-elios-reserve)"
447,"2023-12-30","Dried Flower","Tweed","Quickies Tiger Cake Pre-Roll Joints",8.17,"g","https://ocs.ca/products/quickies-tiger-cake-pre-roll-joints-tweed",26.25,0.05,28.6,"In stock online",688083011856,23,29.5,0,0.1,,,"Smiths Falls","Smiths Falls",44.9013316,-76.0212062,,"Indica Dominant","Very Strong","Tweed","Tweed Inc.","Tweed Quickies pre-rolls are evenly milled and machine rolled for a consistent burn. These Quickies are made with Tiger Cake, a high THC indica-dominant strain known for its gassy, vanilla and minty flavour profile with that comes from its primary terpenes caryophyllene, myrcene and humulene. Tiger Cake comes from a cross of The Menthol and Layer Cake strains. Tweed Quickies come in a convenient, recyclable case, keeping them sealed, protected and ready when you are.",,,"Pre-Roll","[Bush League Sour Kush Milled Flower](https://ocs.ca/products/bush-league-sour-kush-milled-flower-back-forty)"
451,"2023-12-30","Dried Flower","Tweed","Quickies Funky Legend Pre-Roll",8.17,"g","https://ocs.ca/products/quickies-funky-legend-pre-roll-tweed-funky-legend",26,0.5,28.6,"In stock online",688083014376,22,30,0,1,"Hybrid-Greenhouse",,"Smith Falls","Rosedale",43.6783556,-79.3807457,"Funky Legend","Hybrid","Very Strong","Tweed","Tweed Inc.","Tweed Quickies pre-rolls are evenly milled and machine rolled for a consistent burn. These pre-rolls are made with Funky Legend, a hybrid​ strain with high THC and minimal amounts of CBD. It is a cross between the Fatso and Gushrz lineages, giving it a pungent funk. Some associate resinous, diesel and herbal flavours with this strain. Tweed Quickies come in a convenient, recyclable case, keeping them sealed, protected and ready when you are.",,"Alpha-Humulene, Beta-Caryophyllene, Limonene, Linalool, Myrcene","Pre-Roll","[Berry Smasher](https://ocs.ca/products/berry-smasher-muskoka-grown)"
457,"2023-12-30","Dried Flower","Versus","BC God Bud Pre-Roll",,,"https://ocs.ca/products/bc-god-bud-pre-roll-versus",21,0.5,,,,18,24,0,1,"Hybrid-Greenhouse",,"Other",,,,,"Indica Dominant","Very Strong","Versus","Valens Agritech Ltd.","Versus BC God Bud is an indica-dominant flower that delivers fruit flavours with undertones of berry and pine.",,,"Pre-Roll","[Mango Haze Pre-Roll](https://ocs.ca/products/mango-haze-pre-roll-color-cannabis)"
458,"2023-12-30","Dried Flower","Versus","BC Purple Kush Jar of Js Pre-Roll",6.9,"g","https://ocs.ca/products/bc-purple-kush-jar-of-js-pre-roll-versus-purple-kush",21,0.5,48.3,"In stock online",824164002621,18,24,0,1,"Hybrid-Greenhouse",,"Various",,,,"Purple Kush","Indica Dominant","Very Strong","Versus","Valens Agritech Ltd.","BC Purple Kush is an indica-dominant flower delivering authentic grape flavour with sweet and earthy notes. Each pack contains “dogwalker” pre-rolls.",,"Caryophyllene, Humulene, Linalool, Myrcene, Pinene","Pre-Roll","[B. Banner Pre-Roll](https://ocs.ca/products/b-banner-pre-roll-argentia-gold)"
460,"2023-12-30","Dried Flower","Vibe","Rocketman Pre-Roll",6.03,"g","https://ocs.ca/products/rocketman-pre-roll-vibe",22,0.5,12.06,"In stock online",875429000173,19,25,0,1,"Indoor",,"Vaudreuil-Dorion","Vaudreuil-Dorion",45.3971509,-74.0254577,,"Indica Dominant","Very Strong","Vibe","C3 Innovative Solutions Inc.","Why bother rolling when you can have the experts do it for you? Vibe's convenient indica-dominant pre-rolls are great for consumers who seek a consistent experience. Rolled with care containing specially curated quality whole flower milled to remove excess stems. Let our pre-rolls take you to the moon!",,"Beta-Caryophyllene, Limonene","Pre-Roll","[Platinum Cookies Pre-Rolls](https://ocs.ca/products/platinum-cookies-pre-rolls-palmetto)"
467,"2023-12-30","Dried Flower","WAGNERS","Forbidden RNTZ Pre-Roll",,,"https://ocs.ca/products/forbidden-rntz-pre-roll-wagners",24,0.5,,,,21,27,0,1,"Indoor",,"Kitchener","Kitchener",43.451291,-80.4927815,,"Indica Dominant","Very Strong","WAGNERS","Trichome JWC Acquisition Corp. dba JWC","WAGNERS latest indica hits with the flavour notes of cake and sweet fruits underpinned with a strong earthy foundation. As always, the buds are dense, frosted with trichomes and feature swollen calyxes.",,,"Pre-Roll","[Pure Sun CBD Pre-Rolls](https://ocs.ca/products/pure-sun-cbd-pre-rolls-pure-sunfarms)"
468,"2023-12-30","Dried Flower","Wagners","Grape Quake Pre-Roll",9.97,"g","https://ocs.ca/products/grape-quake-pre-roll-wagners-grape-quake",26,3,14.96,"In stock online",846067001587,23,29,0,6,"Indoor",,"Kitchener","Kitchener",43.451291,-80.4927815,"Grape Quake","Hybrid","Very Strong","Wagners","Trichome JWC Acquisition Corp. dba JWC","While this strain leads with flavours of grape the undertones of Danish pastries, cheese and cake give it a complexity that is truly unique. The buds are dense and are glistening with icy trichomes. Not to be missed, this hybrid strain is known for its delicious grape jelly aroma.",,"Limonene, Linalool, Myrcene","Pre-Roll","[10th Planet Pre-Rolls](https://ocs.ca/products/10th-planet-pre-rolls-countryside)"
470,"2023-12-30","Dried Flower","Wagners","Cherry Jam Blunt Wrapped Pre-Roll",9.95,"g","https://ocs.ca/products/cherry-jam-blunt-wrapped-pre-roll-wagners-cherry-jam",24,3,9.95,"In stock online",846067001648,21,27,0,6,"Indoor",,"Kitchener","Kitchener",43.451291,-80.4927815,"Cherry Jam","Hybrid","Very Strong","Wagners","Trichome JWC Acquisition Corp. dba JWC","A hybrid strain that delivers a wonderfully balanced smoke, toeing the line perfectly between indica and sativa. The contrast between light and deep greens, broken up by big hits of purple, create a striking camouflage effect. Cherry Jam gives off aromas of sweet fruit and an almost skunky Christmas cake. The smoke itself is smooth, flavourful and can be described as sour cherry with rich dried fruits. At WAGNERS, we believe in hard work and well-made cannabis. Our Cherry Jam pre-rolls are just that, well-made. Now in a blunted wrapped format.",,"Caryophyllene, Myrcene, Pinene","Pre-Roll","[ICC + MAC-1 Pre-Roll Combo Pack](https://ocs.ca/products/icc-mac-1-pre-roll-combo-pack-edison-cannabis-co)"
473,"2023-12-30","Dried Flower","Weed Me","Cakelicious Pre-Rolls",11.17,"g","https://ocs.ca/products/cakelicious-pre-rolls-weed-me",27.5,1,33.51,"In stock online",843087001313,21,34,0,2,"Indoor",,"Pickering, ON","Pickering",43.835765,-79.090576,,"Indica Dominant","Very Strong","Weed Me","Weed Me","Cakelicious offers two 0.5 g pre-rolls of each: Wedding Cake, Ice Cream Cake and Grape Cake. Enjoy the variant flavours of these sweet, fruity, and creamy strains.",,,"Pre-Roll","[33 Splitter](https://ocs.ca/products/33-splitter-true-fire-co-ltd)"
474,"2023-12-30","Dried Flower","Weed Me","Haze Quads Pre-Roll",12.97,"g","https://ocs.ca/products/haze-quads-pre-roll-weed-me",29.25,0.5,19.46,"In stock online",843087001122,25.5,33,0,1,"Indoor",,,,,,,"Sativa Dominant","Very Strong","Weed Me","WEED ME INC","Presenting a new cannabis quality product from Weed Me. Offering sativa flower strains from across Canada. The cannabis is milled and then filled into lightweight paper cones with a paper mouthpiece.",,,"Pre-Roll","[Purple Balance Pre-Roll](https://ocs.ca/products/purple-balance-pre-rolls-pinnrz)"
475,"2023-12-30","Dried Flower","Weed Me","Kush Quads Pre-Roll",,,"https://ocs.ca/products/kush-quads-pre-roll-weed-me",30,0.5,,,,26,34,0,1,"Indoor",,,,,,,"Indica Dominant","Very Strong","Weed Me","WEED ME INC","Presenting a new cannabis quality product from Weed Me. Offering indica flower strains from across Canada. The cannabis is milled and then filled into lightweight paper cones with a paper mouthpiece.",,,"Pre-Roll","[HHH Pre-Roll](https://ocs.ca/products/hhh-pre-roll-the-bc-bud-co)"
476,"2023-12-30","Dried Flower","Weed Me","GOLIAT Pre-Roll",,,"https://ocs.ca/products/goliat-pre-roll-weed-me-goliath",29,0.5,,,,26,32,0,1,"Indoor",,,,,,"Goliath","Sativa Dominant","Very Strong","Weed Me","WEED ME INC","Goliath is a sativa-dominant strain of very strong THC potency potential. It is made by crossing Platinum, GG and Grateful Breath. Its aroma is peppery with hints of spicy blueberries. The flavour is a strong spicy berry overtone with touches of black pepper. Its large olive green buds are coated with milky crystal trichomes and thick orange pistils. The cannabis is milled and then filled into lightweight paper cones with a paper mouthpiece.",,"Caryophyllene, Frenchyl, Humulene, Limonene, Myrcene","Pre-Roll","[Pineapple Nuken](https://ocs.ca/products/pineaple-nuken-divvy)"
480,"2023-12-30","Dried Flower","Weed Me Grind","Indica 20% Plus Pre-Roll",7.5,"g","https://ocs.ca/products/indica-20-plus-pre-roll-weed-me-grind",25,0.5,22.5,"In stock online",843087002778,22,28,0,1,,,"Other",,,,,"Indica Dominant","Very Strong","Weed Me Grind","WEED ME INC","Indica Plus is strain specific milled cannabis product. The grind features ever-changing indica dominant strains for a consistently fresh product. The flower is milled and rolled into light-weight paper cones, complete with a paper filter.",,"Terpenes May Vary","Pre-Roll","[Banjo-GPS](https://ocs.ca/products/grandpas-stash-ouest)"
481,"2023-12-30","Dried Flower","Weed Me Grind","Sativa 20% Plus Pre-Roll",7.5,"g","https://ocs.ca/products/sativa-20-plus-pre-roll-weed-me-grind",27,0.5,7.5,,843087001498,23.5,30.5,0,1,"Indoor",,,,,,,"Sativa Dominant","Very Strong","Weed Me Grind","WEED ME INC","Presenting Weed Me's strain specific 0.35g pre-rolls! This sativa dominant strain boasts a very strong THC potency potential, is milled and then filled into light-weight paper cones with a paper mouth piece.",,"Terpenes May Vary","Pre-Roll","[Blackberry Gelato Pre-Rolls](https://ocs.ca/products/blackberry-gelato-pre-rolls-wildlife)"
485,"2023-12-30","Dried Flower","Wildlife Cannabis Co.","Blackberry Gelato Pre-Rolls",10.28,"g","https://ocs.ca/products/blackberry-gelato-pre-rolls-wildlife",25,0.5,30.84,"In stock online",628639001450,22,28,0,1,"Greenhouse",,,,,,,"Indica Dominant","Very Strong","Wildlife Cannabis Co.","MEDIPHARM LABS INC.","Our Blackberry Gelato pre-roll smells like a freshly-iced blackberry strudel - fruit-forward, with undertones of fuel, Canadian maple, and mulled spices. A crowd favorite with a caryophyllene-dominant terpene profile to add a hint of black pepper and spice. Limonene, farnesene, and linalool exaggerate the light-but-fruity overall flavour, rounded out with myrcene. The ripe flowers are round, very dense, and sticky - especially once cured. Visually, they're a West Coast Rainforest-green, with hints of dark purple throughout, contributing to the cultivar's name. This in-house bred cultivar is the result of a cross between a Jordan Of The Islands Blackberry Kush & Jet Fuel Gelato, and an ensuing pheno-hunt to curate the ideal flower for the pre-roll market.",,"Farnasene, Limonene, Linalool, Myrcene, Trans-Caryophyllene","Pre-Roll","[Reserva Privada OG18](https://ocs.ca/products/reserva-privada-og18-strain-rec)"
